ProductName,Year,Month,UnitsSold,Revenue
LACTEUS GROW 3,2024,4,-9,-10739.25
LACTEUS GROW 3,2024,5,0,0.0
LACTEUS GROW 3,2024,6,0,0.0
LACTEUS LF,2024,3,-27,-35964.0
LACTEUS LF,2024,4,-16,-21312.0
LACTEUS LF,2024,5,0,0.0
LACTEUS LF,2024,6,0,0.0
LACTEUS MAMA,2024,4,-8,-11026.0
LACTEUS MAMA,2024,5,0,0.0
LACTEUS MAMA,2024,6,0,0.0
LACTEUS MAMA,2024,8,-3,-4134.75
LIMITROL,2024,1,2,255.0
Lowplat,2024,1,334113,78774945.0625051
Lowplat,2024,2,338066,79782505.8470047
Lowplat,2024,3,345655,81555954.7690052
Lowplat,2024,4,318718,75226495.4990051
Lowplat,2024,5,337628,79627493.7995045
Lowplat,2024,6,320618,75623017.7830041
Lowplat,2024,7,334099,78823894.8003047
Lowplat,2024,8,342158,80750876.7153051
Lowplat,2024,9,327021,77153379.3067043
Lowplat,2024,10,340505,80346806.4445038
Lowplat,2024,11,337105,79448288.8293048
Lowplat,2024,12,341049,80371306.6809652
Lowplat,2025,1,351436,82849462.0000049
Lowplat,2025,2,329790,77728828.7623051
Lowplat,2025,3,367324,86599533.8038038
Lowplat,2025,4,339309,79982014.8111048
Lowplat,2025,5,378963,89235814.6644044
Lowplat,2025,6,342349,80742464.7976041
Lowplat,2025,7,375778,88575941.269104
Lowplat,2025,8,365796,86269125.2347039
Lowplat,2025,9,370899,87417029.8809045
Lowplat,2025,10,378088,89232199.1305042
Lowplat,2025,11,366090,86294421.364204
Lowplat,2025,12,402972,94997964.5257041
Lowplat,2026,1,408401,96227614.6599057
Lowplat,2026,2,677,159535.936
Lowplat Plus,2024,1,418496,105697717.727391
Lowplat Plus,2024,2,410066,103595707.418992
Lowplat Plus,2024,3,436894,110278504.21839
Lowplat Plus,2024,4,409323,103376482.638093
Lowplat Plus,2024,5,420147,106059927.481492
Lowplat Plus,2024,6,399531,100889926.644592
Lowplat Plus,2024,7,422720,106716390.716892
Lowplat Plus,2024,8,435289,109955267.572392
Lowplat Plus,2024,9,427562,107939670.841293
Lowplat Plus,2024,10,430227,108636907.924492
Lowplat Plus,2024,11,419686,105828665.525393
Lowplat Plus,2024,12,434763,109715949.942591
Lowplat Plus,2025,1,446806,112772608.975791
Lowplat Plus,2025,2,419665,105879770.054892
Lowplat Plus,2025,3,455553,114936380.874692
Lowplat Plus,2025,4,417420,105311551.069092
Lowplat Plus,2025,5,453983,114458019.45509
Lowplat Plus,2025,6,419192,105802856.970493
Lowplat Plus,2025,7,460360,116142056.058891
Lowplat Plus,2025,8,445510,112495147.037492
Lowplat Plus,2025,9,461944,116487540.115992
Lowplat Plus,2025,10,455151,114875472.287991
Lowplat Plus,2025,11,435581,109913564.527092
Lowplat Plus,2025,12,480583,121243041.36769
Lowplat Plus,2026,1,481719,121493469.82779
Lowplat Plus,2026,2,585,147905.5694
MEZREL XR,2024,4,-1,-187.0
MFIT,2024,2,-1,-1220.52
MFIT,2024,3,-15,-18307.8
MFIT,2024,4,-15,-18307.8
MFIT,2024,5,0,0.0
MFIT,2025,1,-1,-1220.52
Momist Nasal Spray,2025,7,5229,3058943.535
Momist Nasal Spray,2025,8,7683,4485358.455
Momist Nasal Spray,2025,9,7454,4335806.82
Momist Nasal Spray,2025,10,10017,5846302.38
Momist Nasal Spray,2025,11,11690,6819212.04
Momist Nasal Spray,2025,12,11726,6835405.305
Momist Nasal Spray,2026,1,10311,6001402.305
Momist Nasal Spray,2026,2,1,586.5
MYOPRO,2024,1,-2,-410.18
MYOPRO,2024,3,-37,-7248.55
MYOPRO,2024,4,-57,-10402.67
MYOPRO,2024,5,-11,-1604.46
MYOPRO,2024,6,0,0.0
MYOPRO,2024,12,-2,-485.01
MYOPRO,2025,1,-2,-485.01
NEBULIZERS,2024,3,0,0.0
NEBULIZERS,2024,11,16,33039.6206
NEBULIZERS,2024,12,-1,-5846.15
NEBULIZERS,2025,3,-1,-5661.5345
NEBULIZERS,2025,4,-1,-5661.5345
NEBULIZERS,2025,7,-2,-14153.84
NEBULIZERS,2026,1,-3,-16984.608
Neo Q 10,2024,1,2970,3299519.88700002
Neo Q 10,2024,2,2898,3212852.29900002
Neo Q 10,2024,3,2827,3139360.29370001
Neo Q 10,2024,4,2755,3056645.71100001
Neo Q 10,2024,5,2926,3249280.99920001
Neo Q 10,2024,6,2831,3144437.54720001
Neo Q 10,2024,7,3259,3612254.53920002
Neo Q 10,2024,8,3371,3737366.38000002
Neo Q 10,2024,9,3189,3542945.61230002
Neo Q 10,2024,10,3506,3895894.50050002
Neo Q 10,2024,11,3266,3624044.54410002
Neo Q 10,2024,12,3277,3644014.75760002
Neo Q 10,2025,1,3288,3650686.01300002
Neo Q 10,2025,2,3209,3562053.02300002
Neo Q 10,2025,3,2825,3134700.37500001
Neo Q 10,2025,4,3116,3462455.18620002
Neo Q 10,2025,5,3253,3601763.21500002
Neo Q 10,2025,6,2881,3194386.18300001
Neo Q 10,2025,7,3410,3777732.19820002
Neo Q 10,2025,8,3425,3798812.09010002
Neo Q 10,2025,9,3462,3839934.28710002
Neo Q 10,2025,10,3356,3721290.69160002
Neo Q 10,2025,11,3231,3582354.44680002
Neo Q 10,2025,12,3484,3866535.39140002
Neo Q 10,2026,1,3319,3678365.19960002
Neo Q 10,2026,2,3,3349.59
Nise,2024,1,216778,56233102.3252949
Nise,2024,2,190795,49508119.9596962
Nise,2024,3,195914,50811501.1885955
Nise,2024,4,191155,49574292.6811965
Nise,2024,5,217385,56416017.9041944
Nise,2024,6,203238,52750499.9818953
Nise,2024,7,246574,64020042.7734943
Nise,2024,8,253271,65684812.1546946
Nise,2024,9,271369,70377447.5600947
Nise,2024,10,326680,84713054.2786973
Nise,2024,11,272211,70561110.0527943
Nise,2024,12,250009,64813700.2314936
Nise,2025,1,251774,65321991.7614933
Nise,2025,2,261329,67786247.3419934
Nise,2025,3,257688,66862575.6324933
Nise,2025,4,256665,66538114.1524937
Nise,2025,5,271106,70294713.8069942
Nise,2025,6,243564,63189362.1749935
Nise,2025,7,266974,69246847.8734936
Nise,2025,8,262799,68139899.6749939
Nise,2025,9,284301,73739055.3794946
Nise,2025,10,289384,75020579.3129952
Nise,2025,11,270002,70014968.7749932
Nise,2025,12,273645,70936857.625994
Nise,2026,1,244566,63400897.4979934
Nise,2026,2,228,58962.069
NOZEA,2024,3,-4,-958.96
NOZEA,2024,4,-9,-2157.66
NOZEA,2024,5,-4,-958.96
NOZEA,2024,9,-1,-239.74
NUVAL,2024,3,-17,-3601.44
NUVAL,2024,4,-58,-12920.66
NUVAL,2024,5,0,0.0
NUVAL,2024,6,0,0.0
NUVAL,2025,1,0,0.0
NUVAL D,2024,3,-26,-5841.56
NUVAL D,2024,4,-41,-9591.53
NUVAL D,2024,5,0,0.0
NUVAL D,2024,6,0,0.0
NUVAL D,2024,9,-6,-1534.64
NUVAL D,2024,10,-17,-4839.05
NUVAL D,2025,1,-1,-284.65
NUVAL D,2025,6,-8,-1584.16
NUVAL D,2025,7,-4,-792.08
NUVAL D,2025,11,-2,-396.04
Omron BPM,2024,1,2113,18238374.7303
Omron BPM,2024,2,328,5143031.8522
Omron BPM,2024,3,2538,21347159.6148
Omron BPM,2024,4,334,3274376.6263
Omron BPM,2024,5,3405,31409216.4373
Omron BPM,2024,6,2712,24638961.8237
Omron BPM,2024,7,2245,17901122.6476
Omron BPM,2024,8,2746,24257145.3822
Omron BPM,2024,9,1537,12484440.5583
Omron BPM,2024,10,2495,22834742.9216
Omron BPM,2024,11,3584,25974617.4367
Omron BPM,2024,12,2617,18800251.0359
Omron BPM,2025,1,3865,29271119.2552
Omron BPM,2025,2,3537,25416163.1276
Omron BPM,2025,3,3147,22314727.8647
Omron BPM,2025,4,1921,13638657.3748
Omron BPM,2025,5,3493,27094846.4891
Omron BPM,2025,6,2346,17081995.3098
Omron BPM,2025,7,3427,24441068.2379999
Omron BPM,2025,8,3641,30042722.0285
Omron BPM,2025,9,3144,22283654.0412
Omron BPM,2025,10,3526,25832331.8935
Omron BPM,2025,11,4130,29445455.7001
Omron BPM,2025,12,4242,32169638.0280999
Omron BPM,2026,1,4544,34276435.4623
Omron BPM Wrist,2024,1,93,737078.3275
Omron BPM Wrist,2024,2,143,1121133.579
Omron BPM Wrist,2024,3,149,1149336.704
Omron BPM Wrist,2024,4,32,257789.7682
Omron BPM Wrist,2024,5,385,3125577.242
Omron BPM Wrist,2024,6,32,246665.586
Omron BPM Wrist,2024,7,1,4066.763
Omron BPM Wrist,2024,8,143,1151299.68
Omron BPM Wrist,2024,9,6,-6224.223
Omron BPM Wrist,2024,10,120,919279.793
Omron BPM Wrist,2024,11,1349,5793585.54850001
Omron BPM Wrist,2024,12,60,273188.24
Omron BPM Wrist,2025,1,77,375213.612
Omron BPM Wrist,2025,2,134,686772.784
Omron BPM Wrist,2025,3,102,428148.74
Omron BPM Wrist,2025,4,15,119265.785
Omron BPM Wrist,2025,5,117,691723.999
Omron BPM Wrist,2025,6,240,1097439.0775
Omron BPM Wrist,2025,7,107,470483.6725
Omron BPM Wrist,2025,8,68,400676.376
Omron BPM Wrist,2025,9,479,4204891.8325
Omron BPM Wrist,2025,10,32,279200.3595
Omron BPM Wrist,2025,11,19,156044.533
Omron BPM Wrist,2025,12,50,437631.98
Omron BPM Wrist,2026,1,33,275575.5255
Omron ETB,2024,1,217,314867.9909
Omron ETB,2024,2,73,108584.7907
Omron ETB,2024,3,284,403223.5127
Omron ETB,2024,4,135,214815.9562
Omron ETB,2024,5,249,348397.3866
Omron ETB,2024,6,277,401663.5771
Omron ETB,2024,7,99,147286.4956
Omron ETB,2024,8,189,285793.2611
Omron ETB,2024,9,218,310626.6183
Omron ETB,2024,10,290,425239.8506
Omron ETB,2024,11,244,336031.8126
Omron ETB,2024,12,157,229648.4372
Omron ETB,2025,1,166,232046.3336
Omron ETB,2025,2,207,298293.8074
Omron ETB,2025,3,126,178681.3322
Omron ETB,2025,4,128,183197.2355
Omron ETB,2025,5,272,386113.7741
Omron ETB,2025,6,127,183213.242
Omron ETB,2025,7,149,205773.918
Omron ETB,2025,8,206,288694.6729
Omron ETB,2025,9,190,274031.7091
Omron ETB,2025,10,209,301863.442
Omron ETB,2025,11,265,365904.3041
Omron ETB,2025,12,280,394847.6604
Omron ETB,2026,1,175,239628.7154
Omron Nebulizer,2024,10,301,3573799.6325
Omron Nebulizer,2024,11,130,1418735.0271
Omron Nebulizer,2024,12,251,1992288.0818
Omron Nebulizer,2025,1,261,1825418.8155
Omron Nebulizer,2025,2,61,521645.8673
Omron Nebulizer,2025,3,1,8202.65509999999
Omron Nebulizer,2025,4,8,81688.4449
Omron Nebulizer,2025,5,7,78456.339
Omron Nebulizer,2025,6,4,45506.4447
Omron Nebulizer,2025,7,15,175406.5805
Omron Nebulizer,2025,8,15,166918.7147
Omron Nebulizer,2025,9,22,250621.0391
Omron Nebulizer,2025,10,710,5941477.1365
Omron Nebulizer,2025,11,175,1466145.8411
Omron Nebulizer,2025,12,56,747164.8118
Omron Nebulizer,2026,1,149,1273777.7122
Omron Weigh Scale,2024,1,51,305231.0588
Omron Weigh Scale,2024,2,9,64162.7211
Omron Weigh Scale,2024,3,45,315228.335
Omron Weigh Scale,2024,4,4,51707.36
Omron Weigh Scale,2024,5,37,246347.981
Omron Weigh Scale,2024,6,13,99140.305
Omron Weigh Scale,2024,7,57,602391.6875
Omron Weigh Scale,2024,8,26,380001.655
Omron Weigh Scale,2024,9,12,99577.515
Omron Weigh Scale,2024,10,38,210749.6534
Omron Weigh Scale,2024,11,50,301908.4935
Omron Weigh Scale,2024,12,31,174996.4975
Omron Weigh Scale,2025,1,52,338608.285
Omron Weigh Scale,2025,2,41,394706.499
Omron Weigh Scale,2025,3,21,108651.8013
Omron Weigh Scale,2025,4,5,30182.883
Omron Weigh Scale,2025,5,47,273572.507
Omron Weigh Scale,2025,6,24,134435.8415
Omron Weigh Scale,2025,7,41,218665.346
Omron Weigh Scale,2025,8,12,64411.5564
Omron Weigh Scale,2025,9,50,278003.615
Omron Weigh Scale,2025,10,25,144107.1991
Omron Weigh Scale,2025,11,41,220611.1989
Omron Weigh Scale,2025,12,41,228308.4622
Omron Weigh Scale,2026,1,31,160962.1035
Onita,2024,1,10091,11907047.9025
Onita,2024,2,10023,11848325.1
Onita,2024,3,11201,13238454.03
Onita,2024,4,9584,11308944.85
Onita,2024,5,11798,13931330.0
Onita,2024,6,10851,12822440.91
Onita,2024,7,10732,12662153.6475
Onita,2024,8,11412,13467206.2
Onita,2024,9,10873,12814865.7525
Onita,2024,10,11552,13617357.425
Onita,2024,11,11433,13486317.6
Onita,2024,12,11764,13876979.725
Onita,2025,1,12696,14972866.4925
Onita,2025,2,12405,14602810.2375
Onita,2025,3,11144,13155461.3645
Onita,2025,4,12356,14568979.6
Onita,2025,5,12597,14855504.4
Onita,2025,6,11690,13780413.35
Onita,2025,7,12902,15224758.85
Onita,2025,8,12088,14261488.4875
Onita,2025,9,12573,14817687.9
Onita,2025,10,12247,14463600.0
Onita,2025,11,12186,14357074.6
Onita,2025,12,13986,16488168.25
Onita,2026,1,13374,15790168.4375
Onita,2026,2,4,4760.0
Opt-D,2024,1,107131,26012840.8655005
Opt-D,2024,2,98545,23733518.1682005
Opt-D,2024,3,108415,25557490.0565004
Opt-D,2024,4,88379,21012408.5636004
Opt-D,2024,5,118184,27925427.6368006
Opt-D,2024,6,105790,25097639.5774005
Opt-D,2024,7,124367,29206264.1336007
Opt-D,2024,8,144335,34347681.9228007
Opt-D,2024,9,153960,36643814.0298008
Opt-D,2024,10,153050,35359415.0448007
Opt-D,2024,11,159397,38240529.5366007
Opt-D,2024,12,129594,32077725.0439007
Opt-D,2025,1,144372,33844620.3031007
Opt-D,2025,2,144613,34452082.8954007
Opt-D,2025,3,137040,32327083.8530007
Opt-D,2025,4,146666,34338267.5913008
Opt-D,2025,5,177414,41258501.8132007
Opt-D,2025,6,146203,33745003.5395008
Opt-D,2025,7,175748,41098788.1887003
Opt-D,2025,8,188212,43908985.2168002
Opt-D,2025,9,193747,44896568.5804003
Opt-D,2025,10,178623,42517885.4286005
Opt-D,2025,11,173785,39683860.9666006
Opt-D,2025,12,172177,39696662.2042006
Opt-D,2026,1,160874,37450667.9370007
Opt-D,2026,2,86,24613.05
Orslim,2024,1,21384,46466972.5525
Orslim,2024,2,21744,47282297.225
Orslim,2024,3,21658,47045679.155
Orslim,2024,4,21650,47053234.1825
Orslim,2024,5,25283,54949443.6475
Orslim,2024,6,23970,52102533.995
Orslim,2024,7,26688,58013674.067
Orslim,2024,8,29048,63099312.8535
Orslim,2024,9,29638,64347611.5475
Orslim,2024,10,29933,65034578.39
Orslim,2024,11,29484,64045755.9375
Orslim,2024,12,29448,63959584.375
Orslim,2025,1,29270,63598327.7
Orslim,2025,2,27558,59854065.125
Orslim,2025,3,25165,54634949.376
Orslim,2025,4,27307,59274639.958
Orslim,2025,5,30526,66248906.529
Orslim,2025,6,28731,62428567.05
Orslim,2025,7,33105,71906299.95
Orslim,2025,8,33456,72677159.85
Orslim,2025,9,35329,76731919.737
Orslim,2025,10,36459,79251418.3335
Orslim,2025,11,32644,70927603.7775
Orslim,2025,12,31356,68133060.691
Orslim,2026,1,28544,61894745.7715
Orslim,2026,2,15,32065.1875
Oxivort,2024,1,2343,812829.4975
Oxivort,2024,2,2622,973473.3925
Oxivort,2024,3,2088,768158.3025
Oxivort,2024,4,1861,686194.9225
Oxivort,2024,5,2012,742820.865
Oxivort,2024,6,1635,610151.715
Oxivort,2024,7,1830,677798.93
Oxivort,2024,8,1649,618849.7675
Oxivort,2024,9,1430,538100.905
Oxivort,2024,10,1493,554610.17
Oxivort,2024,11,1310,469871.7625
Oxivort,2024,12,1245,471642.1325
Oxivort,2025,1,1394,495598.3675
Oxivort,2025,2,960,326919.821
Oxivort,2025,3,762,252716.8575
Oxivort,2025,4,-42,-51416.14725
Oxivort,2025,5,-757,-336757.25886
Oxivort,2025,6,-58,-26369.55
Oxivort,2025,7,-118,-42177.765
Oxivort,2025,8,-624,-214238.25
Oxivort,2025,9,-49,-16782.1875
Oxivort,2025,10,-35,-12864.75
Oxivort,2025,11,-13,-4445.5
Oxivort,2025,12,-11,-3990.75
Oxivort,2026,1,-8,-2898.5
PAIN GEAR,2024,3,-15,-39639.438
PAIN GEAR,2024,4,-1,-2724.36
Paridopa,2024,1,3820,6205194.77299999
Paridopa,2024,2,4036,6504245.99749999
Paridopa,2024,3,4651,7186493.64
Paridopa,2024,4,3745,5491099.57749999
Paridopa,2024,5,4119,6572930.6175
Paridopa,2024,6,4650,7675652.4475
Paridopa,2024,7,5397,8153888.29499999
Paridopa,2024,8,5001,7707445.92499999
Paridopa,2024,9,4709,7193710.81249999
Paridopa,2024,10,5332,8304380.9575
Paridopa,2024,11,4711,7051239.27999999
Paridopa,2024,12,5548,8704904.4905
Paridopa,2025,1,5013,7617191.23649999
Paridopa,2025,2,3972,5662944.33849999
Paridopa,2025,3,4579,7058148.47529999
Paridopa,2025,4,6056,9550829.88599999
Paridopa,2025,5,5745,9006599.6835
Paridopa,2025,6,5259,8153569.05099999
Paridopa,2025,7,5918,9212963.5415
Paridopa,2025,8,4293,6429477.3985
Paridopa,2025,9,5356,8367737.997
Paridopa,2025,10,5886,9155176.66649999
Paridopa,2025,11,6251,9835932.8685
Paridopa,2025,12,7138,11692781.579
Paridopa,2026,1,6543,10363025.6735
Paridopa,2026,2,8,13744.5
Phytus,2024,1,8725,3250812.6918
Phytus,2024,2,7070,2597966.1996
Phytus,2024,3,7255,2669466.5074
Phytus,2024,4,5177,1887359.9808
Phytus,2024,5,3748,1416721.238
Phytus,2024,6,1869,692036.6005
Phytus,2024,7,1862,683082.2162
Phytus,2024,8,3148,1160026.195
Phytus,2024,9,3458,1264209.73
Phytus,2024,10,2940,996773.713299999
Phytus,2024,11,6410,2437481.99419999
Phytus,2024,12,6371,2270476.8482
Phytus,2025,1,4905,1772522.641
Phytus,2025,2,4796,1663596.3465
Phytus,2025,3,3249,1134288.4045
Phytus,2025,4,2279,803334.448700001
Phytus,2025,5,2312,811331.4465
Phytus,2025,6,794,308722.284
Phytus,2025,7,1065,423503.646
Phytus,2025,8,1904,759021.469
Phytus,2025,9,1501,597576.664
Phytus,2025,10,3067,1220691.5845
Phytus,2025,11,3343,1330352.844
Phytus,2025,12,3889,1532343.3325
Phytus,2026,1,280,111649.7795
Ramipace,2024,1,65356,38127822.1343012
Ramipace,2024,2,62695,36593483.624901
Ramipace,2024,3,65129,38105051.6961016
Ramipace,2024,4,62069,36367377.5719005
Ramipace,2024,5,65576,38201161.827801
Ramipace,2024,6,64039,37268204.7844013
Ramipace,2024,7,67098,39147688.8609013
Ramipace,2024,8,63152,36872640.2924008
Ramipace,2024,9,63735,37237311.0485005
Ramipace,2024,10,66763,38881366.3311015
Ramipace,2024,11,59025,34396048.2395005
Ramipace,2024,12,58044,33749678.3056006
Ramipace,2025,1,62041,36115158.7812009
Ramipace,2025,2,57292,33360591.9764005
Ramipace,2025,3,57542,33523700.6436005
Ramipace,2025,4,54397,31440043.7784003
Ramipace,2025,5,56949,33095285.0220003
Ramipace,2025,6,50844,29358559.2289001
Ramipace,2025,7,57251,33002483.9909006
Ramipace,2025,8,52653,30511172.7246003
Ramipace,2025,9,54104,31202013.4766002
Ramipace,2025,10,53866,31088364.1651003
Ramipace,2025,11,51750,29764703.1055004
Ramipace,2025,12,55584,31968472.1848004
Ramipace,2026,1,54370,31215808.3524004
Ramipace,2026,2,64,33446.9385
Redexa,2024,1,10391,6610938.682
Redexa,2024,2,9761,6217254.2775
Redexa,2024,3,10744,6843042.2175
Redexa,2024,4,9283,5887042.455
Redexa,2024,5,10133,6495254.2175
Redexa,2024,6,7485,4835421.6305
Redexa,2024,7,4600,2946399.8375
Redexa,2024,8,3815,2429033.3931
Redexa,2024,9,4435,2795525.322
Redexa,2024,10,4583,2881442.1575
Redexa,2024,11,4574,2885830.5375
Redexa,2024,12,4136,2656395.5625
Redexa,2025,1,5818,3661204.15
Redexa,2025,2,6101,3843651.975
Redexa,2025,3,5363,3408937.665
Redexa,2025,4,4588,2891118.3875
Redexa,2025,5,4232,2740554.275
Redexa,2025,6,3807,2406508.1
Redexa,2025,7,3990,2525477.415
Redexa,2025,8,4379,2728058.9925
Redexa,2025,9,4284,2657670.2692
Redexa,2025,10,4039,2518937.7275
Redexa,2025,11,3235,2060589.8475
Redexa,2025,12,3260,2100802.54
Redexa,2026,1,2365,1523491.7625
Redexa,2026,2,2,1211.4625
REKLAIM,2024,1,15,6828.14899999999
REKLAIM,2024,2,45,22106.4491
REKLAIM,2024,3,7,3584.152
REKLAIM,2024,4,-58,-29194.5471
REKLAIM,2024,5,-48,-23765.6847
REKLAIM,2024,6,-71,-35455.5347
REKLAIM,2024,7,4,2005.12
REKLAIM,2024,8,-70,-34387.8086
REKLAIM,2024,9,-116,-57607.0986
REKLAIM,2024,10,-48,-23936.12
REKLAIM,2024,11,-91,-45566.352
REKLAIM,2024,12,-62,-31004.168
REKLAIM,2025,1,-68,-34011.848
REKLAIM,2025,2,-12,-6015.36
REKLAIM,2025,3,-10,-4887.48
REKLAIM,2025,5,-2,-1002.56
REKLAIM,2025,11,-4,-1904.864
REKLAIM,2026,1,-1,-476.2161
Retzole,2024,1,2872,5096751.3
Retzole,2024,2,2727,4850635.5
Retzole,2024,3,2422,4308802.15
Retzole,2024,4,2273,4045195.9
Retzole,2024,5,-626,-1107727.055
Retzole,2024,6,-15,-25619.0
Retzole,2024,7,-1,-1785.0
Retzole,2024,8,-15,-26775.0
Retzole,2024,9,2050,3639207.85
Retzole,2024,10,2114,3761005.2
Retzole,2024,11,2396,4242801.35
Retzole,2024,12,2579,4572693.15
Retzole,2025,1,2721,4832434.45
Retzole,2025,2,2625,4664123.4
Retzole,2025,3,2287,4066920.2
Retzole,2025,4,2772,4919567.95
Retzole,2025,5,3094,5494236.8
Retzole,2025,6,2645,4695690.7
Retzole,2025,7,3612,6408159.35
Retzole,2025,8,3474,6162913.1
Retzole,2025,9,3540,6281272.2
Retzole,2025,10,3429,6092630.85
Retzole,2025,11,1512,2693255.6
Retzole,2025,12,2341,4143840.1
Retzole,2026,1,3457,6123781.65
Retzole,2026,2,2,3570.0
Revolic,2024,1,1714,928483.147600003
Revolic,2024,2,1723,933150.590400003
Revolic,2024,3,1924,1043499.6866
Revolic,2024,4,1770,958868.926400003
Revolic,2024,5,2184,1183753.9793
Revolic,2024,6,1753,950522.453100003
Revolic,2024,7,2049,1111653.2784
Revolic,2024,8,2301,1247017.8168
Revolic,2024,9,2119,1148012.8201
Revolic,2024,10,1979,1071898.534
Revolic,2024,11,2045,1107986.236
Revolic,2024,12,1597,864746.355200002
Revolic,2025,1,1884,1021720.8343
Revolic,2025,2,1857,1005341.7416
Revolic,2025,3,1515,821243.136000002
Revolic,2025,4,1631,883882.540800002
Revolic,2025,5,1616,875954.536800002
Revolic,2025,6,1259,682767.332800001
Revolic,2025,7,1402,759835.160000002
Revolic,2025,8,1361,738023.613600002
Revolic,2025,9,1476,800254.358400002
Revolic,2025,10,1573,851707.376800002
Revolic,2025,11,1108,601770.920800001
Revolic,2025,12,902,489258.6496
Revolic,2026,1,590,317310.868
RIXABAC,2024,3,-1,-434.53
RIXABAC,2024,4,-1,-141.95
RIXABAC,2024,5,0,0.0
Sacvin,2024,1,24581,34869925.1534992
Sacvin,2024,2,25850,36507472.8903997
Sacvin,2024,3,26876,37651478.8104995
Sacvin,2024,4,22696,32181271.3777993
Sacvin,2024,5,22580,32827247.6154995
Sacvin,2024,6,27115,38246686.9074998
Sacvin,2024,7,26813,37786714.4413998
Sacvin,2024,8,26747,37934622.4038
Sacvin,2024,9,26340,36997315.2652994
Sacvin,2024,10,28871,40809606.2787007
Sacvin,2024,11,27683,38997279.8613
Sacvin,2024,12,30110,42295954.9920009
Sacvin,2025,1,33548,47192152.9755015
Sacvin,2025,2,33383,46791197.0627009
Sacvin,2025,3,34712,48538665.6614018
Sacvin,2025,4,33913,47863351.0036014
Sacvin,2025,5,36609,51629690.1750021
Sacvin,2025,6,33532,47121245.4010012
Sacvin,2025,7,37570,52903680.6177029
Sacvin,2025,8,34855,49095223.7005018
Sacvin,2025,9,35629,49794765.5126012
Sacvin,2025,10,37387,52056331.6571023
Sacvin,2025,11,35634,49513138.6455017
Sacvin,2025,12,41585,57740238.1525033
Sacvin,2026,1,42662,59103188.1808023
Sacvin,2026,2,74,98873.6235
SECURIN,2024,3,-3,-646.62
SECURIN,2024,4,-8,-1293.24
SECURIN,2024,6,0,0.0
SETSPIN,2024,3,-30,-8683.592
SETSPIN,2024,4,-41,-12381.64
SETSPIN,2024,5,0,0.0
SETSPIN,2024,6,0,0.0
SETSPIN,2024,7,-1,-309.22
SETSPIN,2024,9,-4,-1236.88
SETSPIN,2025,6,-1,-223.92
SETSPIN,2025,8,-1,-309.22
SheVit,2024,1,12519,6192174.88920011
SheVit,2024,2,10330,5111611.22900009
SheVit,2024,3,13168,6513389.20140012
SheVit,2024,4,12331,6103910.76340012
SheVit,2024,5,16432,8131695.10150013
SheVit,2024,6,9976,4938406.37220008
SheVit,2024,7,8761,4332220.95180007
SheVit,2024,8,18875,9327937.68660008
SheVit,2024,9,16163,7995531.11530016
SheVit,2024,10,19933,9865360.46360003
SheVit,2024,11,17399,8610156.64080016
SheVit,2024,12,16735,8279872.20700014
SheVit,2025,1,16004,7923412.64820016
SheVit,2025,2,17740,8771087.02140013
SheVit,2025,3,6058,3002497.68240004
SheVit,2025,4,21815,10787711.7074999
SheVit,2025,5,20202,9991665.50640003
SheVit,2025,6,17167,8491638.40400013
SheVit,2025,7,21703,10736646.3507999
SheVit,2025,8,13946,6901220.78460013
SheVit,2025,9,19114,9443966.61020009
SheVit,2025,10,24452,12091596.3473998
SheVit,2025,11,20013,9898650.35670006
SheVit,2025,12,21508,10637987.4393
SheVit,2026,1,20589,10179437.5251
SheVit,2026,2,23,11217.9658
Sparliv,2024,1,4249,3352783.21459999
Sparliv,2024,2,3608,2845126.00779999
Sparliv,2024,3,3537,2794291.16969999
Sparliv,2024,4,3304,2607598.15049999
Sparliv,2024,5,3664,2892378.08839999
Sparliv,2024,6,3145,2483523.82049999
Sparliv,2024,7,3678,2906090.35439999
Sparliv,2024,8,4804,3783349.18579999
Sparliv,2024,9,4776,3768972.95209999
Sparliv,2024,10,5551,4372389.1002
Sparliv,2024,11,5476,4308328.0538
Sparliv,2024,12,4874,3846902.24859999
Sparliv,2025,1,5268,4157305.98359999
Sparliv,2025,2,5293,4176177.72079999
Sparliv,2025,3,4384,3457113.82769999
Sparliv,2025,4,4798,3780281.22479999
Sparliv,2025,5,5187,4092551.63959999
Sparliv,2025,6,4427,3493361.16449999
Sparliv,2025,7,5083,4008045.07199999
Sparliv,2025,8,5108,4024720.86029999
Sparliv,2025,9,5180,4085858.75189999
Sparliv,2025,10,5477,4315791.5608
Sparliv,2025,11,4861,3831956.23619999
Sparliv,2025,12,5043,3979715.02139999
Sparliv,2026,1,4288,3381673.15459999
Sparliv,2026,2,7,5546.59
SPEDICAM,2024,1,-34,-4320.72
SPEDICAM,2024,2,-52,-6608.16
SPEDICAM,2024,3,-215,-27134.1223
SPEDICAM,2024,4,-61,-7745.526
SPEDICAM,2024,5,-3,-381.24
SPEDICAM,2024,6,0,0.0
SPEDICAM,2024,7,-1,-127.08
SPEDICAM,2024,8,0,0.0
SPEDICAM,2024,10,-1,-127.08
SPEDICAM,2025,6,0,0.0
SPEDICAM,2025,10,-1,-120.726
Stevo,2024,2,9,4015.68
Stevo,2024,3,13773,5731752.59959996
Stevo,2024,4,3838,1594458.4088
