ProductName,Year,Month,UnitsSold,Revenue
Evofix,2024,3,20646,7069242.60200001
Evofix,2024,4,19832,6603819.184
Evofix,2024,5,23546,7841477.03500001
Evofix,2024,6,15847,5325982.7085
Evofix,2024,7,7149,2793857.4265
Evofix,2024,8,6634,3010972.85
Evofix,2024,9,7115,3444045.9715
Evofix,2024,10,6735,3624585.776
Evofix,2024,11,5960,3331383.7925
Evofix,2024,12,5128,2891070.4305
Evofix,2025,1,5610,3278045.2895
Evofix,2025,2,5526,3301722.2265
Evofix,2025,3,4322,2638155.455
Evofix,2025,4,4835,2936756.0792
Evofix,2025,5,5334,3220716.8355
Evofix,2025,6,3938,2567240.074
Evofix,2025,7,6000,3643457.085
Evofix,2025,8,6136,3710900.8365
Evofix,2025,9,6427,4184554.25
Evofix,2025,10,7402,4737836.3555
Evofix,2025,11,5846,4065314.3715
Evofix,2025,12,5714,3966260.225
Evofix,2026,1,4631,3397717.4397
Evokalm,2024,1,29861,8102586.45590001
Evokalm,2024,2,27519,7476074.30250003
Evokalm,2024,3,27918,7444540.98930001
Evokalm,2024,4,26142,7021666.43410002
Evokalm,2024,5,28041,7615551.86160001
Evokalm,2024,6,25330,6889968.98390002
Evokalm,2024,7,26760,7193688.69040002
Evokalm,2024,8,30184,8051661.10910001
Evokalm,2024,9,30367,8085580.74270002
Evokalm,2024,10,32491,8706073.44630001
Evokalm,2024,11,32460,8794356.06300001
Evokalm,2024,12,32560,8737274.5312
Evokalm,2025,1,35600,9540263.16939999
Evokalm,2025,2,34051,9162414.52359998
Evokalm,2025,3,34142,9186901.80189999
Evokalm,2025,4,35105,9433915.48659996
Evokalm,2025,5,36924,9790785.53609999
Evokalm,2025,6,33098,8843079.3766
Evokalm,2025,7,35743,9439966.87629999
Evokalm,2025,8,36042,9569748.02809997
Evokalm,2025,9,37904,10152555.7276999
Evokalm,2025,10,36888,9833655.93919997
Evokalm,2025,11,34475,9280039.42169998
Evokalm,2025,12,40041,10665991.7267999
Evokalm,2026,1,38894,10188639.0450999
Evokalm,2026,2,10,2558.398
Evokalm XR,2024,1,3047,1792695.9312
Evokalm XR,2024,2,3708,2146941.1758
Evokalm XR,2024,3,3385,1969155.2608
Evokalm XR,2024,4,3287,1900109.9628
Evokalm XR,2024,5,3651,2121691.4736
Evokalm XR,2024,6,2789,1625300.9208
Evokalm XR,2024,7,3276,1905349.9088
Evokalm XR,2024,8,3166,1836000.4624
Evokalm XR,2024,9,3132,1816608.4638
Evokalm XR,2024,10,3358,1952273.9106
Evokalm XR,2024,11,3539,2048721.4046
Evokalm XR,2024,12,3620,2099961.006
Evokalm XR,2025,1,3643,2109064.659
Evokalm XR,2025,2,4332,2513955.444
Evokalm XR,2025,3,3923,2282346.781
Evokalm XR,2025,4,2593,1468265.5234
Evokalm XR,2025,5,5419,3150654.676
Evokalm XR,2025,6,3941,2285393.3544
Evokalm XR,2025,7,4184,2430078.651
Evokalm XR,2025,8,4202,2443890.5764
Evokalm XR,2025,9,4414,2551732.963
Evokalm XR,2025,10,4321,2518304.5914
Evokalm XR,2025,11,3525,2053378.2945
Evokalm XR,2025,12,4110,2385631.4846
Evokalm XR,2026,1,3952,2294827.977
Evopravir,2024,2,0,0.0
Evopravir,2024,3,-10,-19125.0
Evopravir,2024,4,-1,-1912.5
Evopravir,2024,5,1,1912.5
Evopravir,2024,7,0,0.0
Evopride,2024,1,25780,14867839.5427002
Evopride,2024,2,26327,15476755.5158003
Evopride,2024,3,26817,16029790.9062003
Evopride,2024,4,25094,14706979.0830002
Evopride,2024,5,27603,16032593.8774003
Evopride,2024,6,25641,15080299.6916003
Evopride,2024,7,27996,16401636.8553002
Evopride,2024,8,30602,17785447.9286001
Evopride,2024,9,28616,16875069.6047003
Evopride,2024,10,29898,17618421.1844001
Evopride,2024,11,28589,16669099.2006002
Evopride,2024,12,27983,16483755.4467002
Evopride,2025,1,29217,17093580.1639001
Evopride,2025,2,28989,16982497.0626002
Evopride,2025,3,29525,17389852.0504002
Evopride,2025,4,28022,16552587.0101002
Evopride,2025,5,28819,16810437.2577002
Evopride,2025,6,27303,16022618.5072002
Evopride,2025,7,30639,17811619.9389001
Evopride,2025,8,27323,15764416.3906002
Evopride,2025,9,27389,15750517.2501003
Evopride,2025,10,27600,15841916.6123002
Evopride,2025,11,25957,15218522.5532003
Evopride,2025,12,25745,13811134.2801003
Evopride,2026,1,28665,17075305.6046002
Evopride,2026,2,56,33065.968
Evopride Plus,2024,1,55130,23759641.4989006
Evopride Plus,2024,2,51040,21945013.349901
Evopride Plus,2024,3,53632,23204546.4016006
Evopride Plus,2024,4,52279,22564847.4488008
Evopride Plus,2024,5,55367,23877539.2082008
Evopride Plus,2024,6,53043,22717391.4597007
Evopride Plus,2024,7,57199,24633665.2035007
Evopride Plus,2024,8,58737,25187541.2992008
Evopride Plus,2024,9,57339,24661849.7251008
Evopride Plus,2024,10,57563,24737600.3831008
Evopride Plus,2024,11,54501,23533731.1553007
Evopride Plus,2024,12,47060,21414326.0830004
Evopride Plus,2025,1,61994,25537834.5777009
Evopride Plus,2025,2,56112,23987894.6459006
Evopride Plus,2025,3,55385,23716726.9664007
Evopride Plus,2025,4,53072,22817816.4519005
Evopride Plus,2025,5,56555,24311947.2964007
Evopride Plus,2025,6,54301,23273877.8425008
Evopride Plus,2025,7,57814,24747218.5088006
Evopride Plus,2025,8,54539,23341077.2296008
Evopride Plus,2025,9,55285,23742831.4361008
Evopride Plus,2025,10,56811,24386358.6988008
Evopride Plus,2025,11,50840,21825867.1886009
Evopride Plus,2025,12,54820,23582967.6429006
Evopride Plus,2026,1,53921,23145085.2460006
Evopride Plus,2026,2,87,37659.52
EVOROX,2024,5,0,0.0
EVOZID,2024,1,-1,-191.25
Fasteso,2024,1,8378,2897155.27620001
Fasteso,2024,2,8994,3123679.18110001
Fasteso,2024,3,8570,3017232.98860001
Fasteso,2024,4,6513,2383548.13460001
Fasteso,2024,5,3678,1409103.648
Fasteso,2024,6,374,160760.5578
Fasteso,2024,7,987,278545.4005
Fasteso,2024,8,9332,3296477.25050002
Fasteso,2024,9,7107,2395550.7398
Fasteso,2024,10,7232,2393258.9613
Fasteso,2024,11,7775,2522420.305
Fasteso,2024,12,7646,2520511.4124
Fasteso,2025,1,10193,3372276.85050001
Fasteso,2025,2,11333,3724758.17060001
Fasteso,2025,3,10771,3556829.55430001
Fasteso,2025,4,9372,3106509.79000001
Fasteso,2025,5,8235,2818763.94120001
Fasteso,2025,6,7451,2582383.3187
Fasteso,2025,7,8786,2993722.02690001
Fasteso,2025,8,9830,3394525.78920001
Fasteso,2025,9,11344,3939931.56170001
Fasteso,2025,10,12281,4234771.86140001
Fasteso,2025,11,9439,3221812.90200001
Fasteso,2025,12,9423,3201580.66310001
Fasteso,2026,1,6264,2107306.5802
Fasteso,2026,2,2,445.74
Femova,2024,1,11349,12184229.9383999
Femova,2024,2,11822,12699297.1932999
Femova,2024,3,10969,11786489.4271999
Femova,2024,4,10179,10917390.6383999
Femova,2024,5,11650,12509798.5664999
Femova,2024,6,11288,12125507.5664999
Femova,2024,7,12979,13925502.8745998
Femova,2024,8,13802,14818395.7715997
Femova,2024,9,13659,14658449.4452998
Femova,2024,10,14535,15593790.8393997
Femova,2024,11,13229,14195860.0476998
Femova,2024,12,12597,13525555.7441998
Femova,2025,1,12317,13219745.0313998
Femova,2025,2,12771,13703619.1060998
Femova,2025,3,12090,12970553.9786998
Femova,2025,4,12858,13813479.0411999
Femova,2025,5,15370,16481164.1696997
Femova,2025,6,12736,13671377.9890998
Femova,2025,7,16362,17548896.1368996
Femova,2025,8,16445,17635920.6266996
Femova,2025,9,17091,18305016.1253997
Femova,2025,10,17139,18378155.3320996
Femova,2025,11,15602,16730771.9536997
Femova,2025,12,15513,16622672.3587997
Femova,2026,1,13902,14910696.9228999
Femova,2026,2,3,3187.5046
Ferfer,2024,1,14107,10617419.2736001
Ferfer,2024,2,14733,11088325.1690001
Ferfer,2024,3,16083,12107548.3521
Ferfer,2024,4,16264,12235311.2706
Ferfer,2024,5,20723,15599275.5947
Ferfer,2024,6,19833,14920202.1095
Ferfer,2024,7,23249,17497372.5021
Ferfer,2024,8,25043,18819591.7853001
Ferfer,2024,9,24231,18199416.9241
Ferfer,2024,10,24710,18573621.8136002
Ferfer,2024,11,22157,16643063.625
Ferfer,2024,12,19466,14628764.0002
Ferfer,2025,1,20163,15146234.2177
Ferfer,2025,2,20828,15644863.1023
Ferfer,2025,3,21428,16084491.0871
Ferfer,2025,4,25733,19324488.7818001
Ferfer,2025,5,28914,21701482.3751003
Ferfer,2025,6,26531,19940116.1717002
Ferfer,2025,7,31388,23585603.7198004
Ferfer,2025,8,30073,22600446.1993004
Ferfer,2025,9,34112,25627900.4497005
Ferfer,2025,10,30672,23044340.6148004
Ferfer,2025,11,26556,19943444.6181001
Ferfer,2025,12,25744,19336016.1204002
Ferfer,2026,1,22878,17166317.219
Ferfer,2026,2,8,5937.4268
Ferfer Gro,2024,1,7069,2961310.77099999
Ferfer Gro,2024,2,7630,3202954.67279998
Ferfer Gro,2024,3,7859,3294865.63079998
Ferfer Gro,2024,4,8919,3737904.68579997
Ferfer Gro,2024,5,12637,5298510.71619997
Ferfer Gro,2024,6,9617,4035841.06579997
Ferfer Gro,2024,7,8721,3656695.21079997
Ferfer Gro,2024,8,8529,3576175.02299996
Ferfer Gro,2024,9,7810,3269809.71239998
Ferfer Gro,2024,10,8115,3398144.71529997
Ferfer Gro,2024,11,4301,1802942.00940001
Ferfer Gro,2024,12,1276,534869.953200002
Ferfer Gro,2025,1,282,118796.5537
Ferfer Gro,2025,2,55,23547.5748
Ferfer Gro,2025,3,42,17768.814
Ferfer Gro,2025,4,-38,-15992.724
Ferfer Gro,2025,5,-48,-20167.2792
Ferfer Gro,2025,6,-39,-16410.414
Ferfer Gro,2025,7,-62,-25911.18
Ferfer Gro,2025,8,-38,-15954.2219
Ferfer Gro,2025,9,-62,-26121.84
Ferfer Gro,2025,10,-57,-23943.0324
Ferfer Gro,2025,11,-53,-22308.894
Ferfer Gro,2025,12,-54,-22688.082
Ferfer Gro,2026,1,-71,-29819.28
Finno-Q,2024,5,4070,2047205.42299999
Finno-Q,2024,6,-411,-209648.8247
Finno-Q,2024,7,-38,-18959.428
Finno-Q,2024,8,-22,-10891.588
Finno-Q,2024,9,4053,2036858.31919999
Finno-Q,2024,10,4382,2204058.25
Finno-Q,2024,11,4905,2464624.2645
Finno-Q,2024,12,5571,2797659.66379999
Finno-Q,2025,1,5830,2931298.37649999
Finno-Q,2025,2,5638,2834020.40669999
Finno-Q,2025,3,4855,2441441.82879999
Finno-Q,2025,4,5773,2903918.15399999
Finno-Q,2025,5,7275,3649437.00059998
Finno-Q,2025,6,6036,3027401.49159999
Finno-Q,2025,7,7217,3624502.32999998
Finno-Q,2025,8,6821,3425075.41199998
Finno-Q,2025,9,6724,3378755.92059998
Finno-Q,2025,10,7575,3805206.81179998
Finno-Q,2025,11,5791,2909167.29489999
Finno-Q,2025,12,5450,2738880.44149999
Finno-Q,2026,1,5450,2737771.07699999
Finno-Q,2026,2,11,5546.64
FORMIS,2024,2,0,0.0
FORMIS,2024,3,-5,-2179.5
FORMIS,2024,4,-2,-871.8
FORMIS,2024,5,0,0.0
FORMIS,2024,8,-1,-435.9
Forsonide,2025,1,2101,1124861.1
Forsonide,2025,2,1223,661717.35
Forsonide,2025,3,903,488650.38
Forsonide,2025,4,777,426217.2
Forsonide,2025,5,849,466451.1
Forsonide,2025,6,817,450269.31
Forsonide,2025,7,1030,560622.09
Forsonide,2025,8,1052,570946.53
Forsonide,2025,9,1018,555614.91
Forsonide,2025,10,1085,593850.12
Forsonide,2025,11,930,502764.63
Forsonide,2025,12,759,407840.88
Forsonide,2026,1,393,207222.18
FREEDEP,2024,1,0,-229.5
FREEDEP,2024,3,-11,-2703.0
FREEDEP,2024,4,-12,-2932.5
FREEDEP,2024,5,-1,-255.0
FREEDEP,2024,7,-1,-255.0
FREEDEP,2024,10,-1,-229.5
FREEDEP,2024,12,-2,-484.5
FREEDEP,2025,2,-1,-229.5
FREEDEP,2025,4,-2,-484.5
FREEDEP,2025,5,-4,-969.0
FREEDEP,2025,6,-4,-1020.0
FREEDEP,2025,7,-2,-484.5
FREEDEP,2025,9,-1,-255.0
Galvecta,2024,1,2403,813258.3729
Galvecta,2024,2,2324,786739.7375
Galvecta,2024,3,2221,752715.8654
Galvecta,2024,4,1941,656881.802
Galvecta,2024,5,1951,659613.6648
Galvecta,2024,6,1979,669563.0986
Galvecta,2024,7,1689,571195.9663
Galvecta,2024,8,1986,671275.6648
Galvecta,2024,9,1739,587784.607
Galvecta,2024,10,1827,615568.9522
Galvecta,2024,11,1589,537852.1977
Galvecta,2024,12,1649,555777.8783
Galvecta,2025,1,1365,462310.323
Galvecta,2025,2,1512,511865.4284
Galvecta,2025,3,1509,509055.345
Galvecta,2025,4,1607,541159.038
Galvecta,2025,5,1655,557346.03
Galvecta,2025,6,1395,472854.6708
Galvecta,2025,7,1582,534621.9696
Galvecta,2025,8,1467,497112.543
Galvecta,2025,9,1480,501803.6752
Galvecta,2025,10,1666,563485.464
Galvecta,2025,11,1483,502344.7724
Galvecta,2025,12,1411,478507.714
Galvecta,2026,1,1208,410087.931
Galvecta Plus,2024,1,17451,8797154.35010001
Galvecta Plus,2024,2,16815,8470720.5523
Galvecta Plus,2024,3,16377,8265938.0094
Galvecta Plus,2024,4,15707,7922199.9928
Galvecta Plus,2024,5,15314,7719915.6225
Galvecta Plus,2024,6,15058,7595843.13460001
Galvecta Plus,2024,7,14622,7375110.6799
Galvecta Plus,2024,8,14646,7380510.4636
Galvecta Plus,2024,9,14787,7455430.4246
Galvecta Plus,2024,10,14857,7488762.7173
Galvecta Plus,2024,11,13612,6861802.1549
Galvecta Plus,2024,12,13131,6622116.6357
Galvecta Plus,2025,1,13157,6640227.872
Galvecta Plus,2025,2,12982,6542384.456
Galvecta Plus,2025,3,13669,6886914.9157
Galvecta Plus,2025,4,12356,6228664.2821
Galvecta Plus,2025,5,13648,6866038.2339
Galvecta Plus,2025,6,11511,5797272.2271
Galvecta Plus,2025,7,13238,6666819.0522
Galvecta Plus,2025,8,12623,6356566.1866
Galvecta Plus,2025,9,12093,6081056.297
Galvecta Plus,2025,10,12627,6363643.483
Galvecta Plus,2025,11,11369,5731257.3573
Galvecta Plus,2025,12,12724,6395133.2556
Galvecta Plus,2026,1,11918,5996850.4347
Galvecta Plus,2026,2,29,14569.0
Gouric,2024,1,92052,55632742.238
Gouric,2024,2,94788,56902312.274
Gouric,2024,3,106192,63761453.6265
Gouric,2024,4,105669,62782121.2365
Gouric,2024,5,120923,72017257.325
Gouric,2024,6,115391,66624282.75
Gouric,2024,7,141713,85612731.785
Gouric,2024,8,140804,84491065.691
Gouric,2024,9,139287,83606153.2195
Gouric,2024,10,141961,85279686.0024
Gouric,2024,11,123999,74312297.526
Gouric,2024,12,117234,70380694.0366
Gouric,2025,1,116019,69512161.2625
Gouric,2025,2,113546,68234775.0427
Gouric,2025,3,123886,74055818.2794
Gouric,2025,4,128734,77430190.771
Gouric,2025,5,146020,87935282.0825
Gouric,2025,6,144765,87465162.1795
Gouric,2025,7,158429,95820038.1955
Gouric,2025,8,151632,91688035.705
Gouric,2025,9,160060,96391076.44
Gouric,2025,10,170420,102607894.4575
Gouric,2025,11,144761,87278376.5075
Gouric,2025,12,144829,86813599.9925
Gouric,2026,1,133224,79833893.715
Gouric,2026,2,135,86950.58
HIFAZAT,2024,1,-91,-19020.4769
HIFAZAT,2024,2,-3,-337.83
HIFAZAT,2024,3,-3,-337.83
HIFAZAT,2024,4,-2,-225.22
Histalis,2024,1,10833,1844398.9729
Histalis,2024,2,9710,1687556.2761
Histalis,2024,3,11424,1951279.3513
Histalis,2024,4,9166,1590829.6476
Histalis,2024,5,10486,1873206.0863
Histalis,2024,6,8426,1550620.0153
Histalis,2024,7,9605,1787634.4729
Histalis,2024,8,10742,1899029.2938
Histalis,2024,9,11974,2078271.7313
Histalis,2024,10,14286,2519713.264
Histalis,2024,11,12666,2222193.4265
Histalis,2024,12,14262,2512406.16
Histalis,2025,1,14166,2577657.6505
Histalis,2025,2,13491,2420389.171
Histalis,2025,3,12062,2219357.1255
Histalis,2025,4,11814,2165132.935
Histalis,2025,5,11922,2225588.163
Histalis,2025,6,9601,1839066.9385
Histalis,2025,7,11568,2194520.6825
Histalis,2025,8,12593,2366976.855
Histalis,2025,9,13257,2495191.503
Histalis,2025,10,15598,2898041.655
Histalis,2025,11,15367,2817720.93
Histalis,2025,12,14738,2708611.282
Histalis,2026,1,12504,2317709.11
Histalis,2026,2,12,1836.0
IBANDRO,2024,1,-15,-6649.125
IBANDRO,2024,2,-53,-23562.0
IBANDRO,2024,3,-50,-22225.942
IBANDRO,2024,4,-96,-42594.5625
IBANDRO,2024,5,-15,-6693.75
IBANDRO,2024,6,-2,-892.5
IBANDRO,2024,7,-5,-2231.25
IBANDRO,2024,8,-10,-4462.5
IBANDRO,2024,9,1,446.25
IBANDRO,2024,10,-3,-1338.75
IBANDRO,2024,11,-2,-892.5
IBANDRO,2024,12,-2,-892.5
IBANDRO,2025,1,-2,-892.5
IBANDRO,2025,2,-1,-446.25
IBANDRO,2025,12,-1,-423.9375
INNOGEN N,2024,3,-1,-394.4
INNOGEN N,2024,4,-5,-1972.0
INNOGEN R,2024,3,-4,-1577.6
INNOGEN R,2024,4,-2,-788.8
Inosita,2024,1,13648,14459948.6060002
Inosita,2024,2,12516,13192747.0080002
Inosita,2024,3,13147,13880893.0115002
Inosita,2024,4,11833,12524101.0995002
Inosita,2024,5,13288,14143943.6270002
Inosita,2024,6,13198,13719643.9086002
Inosita,2024,7,13692,14305217.1180002
Inosita,2024,8,14369,14996576.8015003
Inosita,2024,9,14224,15013475.3600001
Inosita,2024,10,16736,17296132.4685001
Inosita,2024,11,14112,14584323.9415002
Inosita,2024,12,13598,14173797.3465002
Inosita,2025,1,15186,15939779.2240001
Inosita,2025,2,13764,14330289.9260002
Inosita,2025,3,14999,15766084.1280002
Inosita,2025,4,11787,12120578.7622002
Inosita,2025,5,12864,13153954.8725002
Inosita,2025,6,11315,11303873.4420002
Inosita,2025,7,14121,14562365.2000003
Inosita,2025,8,14300,14598077.2360003
Inosita,2025,9,14988,15288385.6405002
Inosita,2025,10,14327,14641510.5550003
Inosita,2025,11,13409,13523767.6820003
Inosita,2025,12,14431,14880093.0300003
Inosita,2026,1,15093,15543666.7370002
Inosita,2026,2,49,51192.78
Inosita Plus,2024,1,137563,121671716.434893
Inosita Plus,2024,2,129034,115649744.302793
Inosita Plus,2024,3,137835,123000230.545295
Inosita Plus,2024,4,132315,117657335.333673
Inosita Plus,2024,5,133279,119370787.149095
Inosita Plus,2024,6,133661,117854538.283994
Inosita Plus,2024,7,139828,121988937.881593
Inosita Plus,2024,8,148635,131067028.034595
Inosita Plus,2024,9,149491,132379968.196595
Inosita Plus,2024,10,157574,138788608.879397
Inosita Plus,2024,11,147753,130182945.049193
Inosita Plus,2024,12,151937,133421295.191326
Inosita Plus,2025,1,151469,133324384.867594
Inosita Plus,2025,2,149275,130862068.611395
Inosita Plus,2025,3,148551,130094146.778093
Inosita Plus,2025,4,151312,133054612.896995
Inosita Plus,2025,5,151910,135141876.361993
Inosita Plus,2025,6,156191,135241812.957494
Inosita Plus,2025,7,174250,153370547.929499
Inosita Plus,2025,8,159982,140681423.327996
Inosita Plus,2025,9,170848,149712739.735097
Inosita Plus,2025,10,164655,143649641.193996
Inosita Plus,2025,11,151860,132878325.852993
Inosita Plus,2025,12,159874,142860227.417997
Inosita Plus,2026,1,159287,141337764.481495
Inosita Plus,2026,2,206,167284.3095
Iprazyme,2025,9,202,94235.25
Iprazyme,2025,10,3382,1633801.83
Iprazyme,2025,11,1860,896043.99
Iprazyme,2025,12,4824,2333196.96
Iprazyme,2026,1,5700,2752178.025
Iprazyme,2026,2,2,969.0
Iprazyme-S,2025,9,196,112157.5
Iprazyme-S,2025,10,3157,1862986.65
Iprazyme-S,2025,11,3134,1841346.5
Iprazyme-S,2025,12,6422,3791042.5
Iprazyme-S,2026,1,7156,4213522.25
Iprazyme-S,2026,2,16,9520.0
Itipso,2024,4,120,22327.8
Itipso,2024,5,9132,1704355.4
Itipso,2024,6,6642,1239734.265
Itipso,2024,7,11236,2097565.91
Itipso,2024,8,11834,2208354.06
Itipso,2024,9,4390,817046.01
Itipso,2024,10,8460,1578343.58
Itipso,2024,11,9925,1849349.59
Itipso,2024,12,8474,1578590.42
Itipso,2025,1,10245,1910766.0
Itipso,2025,2,9812,1829839.88
Itipso,2025,3,9038,1684481.04
Itipso,2025,4,9276,1730204.41
Itipso,2025,5,10715,1997446.11
Itipso,2025,6,9359,1746364.95
Itipso,2025,7,13043,2433889.15
Itipso,2025,8,14198,2648737.19
Itipso,2025,9,15000,2799047.79
Itipso,2025,10,14052,2622244.9
Itipso,2025,11,12474,2327302.89
Itipso,2025,12,12559,2342629.41
Itipso,2026,1,8997,1676905.67
Ivadin,2024,1,8953,3180351.0725
Ivadin,2024,2,7555,2684338.4425
Ivadin,2024,3,10062,3573596.0075
Ivadin,2024,4,8521,3028036.78
Ivadin,2024,5,8493,3018321.705
Ivadin,2024,6,8214,2919352.1325
Ivadin,2024,7,8331,2961578.685
Ivadin,2024,8,5224,1856488.695
Ivadin,2024,9,8926,3166897.02
Ivadin,2024,10,6447,2288238.675
Ivadin,2024,11,1820,644191.625
Ivadin,2024,12,955,338835.5
Ivadin,2025,1,1276,451424.12
Ivadin,2025,2,1109,391379.1
Ivadin,2025,3,898,318178.8
Ivadin,2025,4,241,86354.73
Ivadin,2025,5,-356,-126752.0
Ivadin,2025,6,-33,-11741.9
Ivadin,2025,7,-274,-97599.975
Ivadin,2025,8,-51,-17847.45
Ivadin,2025,9,-38,-13368.375
Ivadin,2025,10,-61,-21306.015
Ivadin,2025,11,-85,-30294.51
Ivadin,2025,12,-561,-199668.825
Ivadin,2026,1,-469,-167105.07
K-1000,2024,1,19895,12407378.0843997
K-1000,2024,2,19963,12463016.6324997
K-1000,2024,3,19532,12186656.1999997
K-1000,2024,4,18505,11547704.8024997
K-1000,2024,5,23167,14462635.5851997
K-1000,2024,6,21300,13300305.5849997
K-1000,2024,7,24006,14979626.5564996
K-1000,2024,8,26993,16824674.8977996
K-1000,2024,9,28713,17907989.3434996
K-1000,2024,10,28902,18015937.5343997
K-1000,2024,11,27858,17370402.6989996
K-1000,2024,12,27321,17038388.4182996
K-1000,2025,1,28296,17644640.1102996
K-1000,2025,2,28247,17600002.7462997
K-1000,2025,3,25329,15786952.3908996
K-1000,2025,4,29271,18227610.2700997
K-1000,2025,5,30652,19087908.2760998
K-1000,2025,6,25430,15861249.3588996
K-1000,2025,7,32990,20549973.5750999
K-1000,2025,8,20317,12658972.3954997
K-1000,2025,9,34392,21412078.7198001
K-1000,2025,10,33585,20937532.3231
K-1000,2025,11,30331,18887621.0363998
K-1000,2025,12,31315,19514248.0353999
K-1000,2026,1,28611,17825001.8523997
K-1000,2026,2,12,7457.6106
K-1000 Plus,2025,3,230,57886.752
K-1000 Plus,2025,4,8090,2033506.63759998
K-1000 Plus,2025,5,11965,3010627.93599998
K-1000 Plus,2025,6,12312,3099593.53439998
K-1000 Plus,2025,7,14788,3720139.01159997
K-1000 Plus,2025,8,15791,3972929.65079998
K-1000 Plus,2025,9,13640,3433138.20959998
K-1000 Plus,2025,10,5479,1377260.9664
K-1000 Plus,2025,11,7894,1982575.87439999
K-1000 Plus,2025,12,6253,1571242.09439999
K-1000 Plus,2026,1,5229,1313716.6416
Kalsob,2024,1,28537,17757695.9203003
Kalsob,2024,2,27236,16943984.3951003
Kalsob,2024,3,27136,16891255.5490003
Kalsob,2024,4,25492,15851315.3552002
Kalsob,2024,5,32260,20041646.4224005
Kalsob,2024,6,29853,18593712.3675004
Kalsob,2024,7,36800,22904145.0898007
Kalsob,2024,8,39184,24402212.2368008
Kalsob,2024,9,39241,24420069.6176008
Kalsob,2024,10,45712,28402288.7225012
Kalsob,2024,11,42523,26428874.1373009
Kalsob,2024,12,40622,25253645.5945009
Kalsob,2025,1,42597,26475341.051901
Kalsob,2025,2,45691,28357707.130901
Kalsob,2025,3,41526,25824424.700701
Kalsob,2025,4,44808,27824847.769401
Kalsob,2025,5,50305,31253041.9101012
Kalsob,2025,6,46262,28753379.002301
Kalsob,2025,7,55273,34356512.4688014
Kalsob,2025,8,55227,34345783.3595012
Kalsob,2025,9,38982,24227206.0328008
Kalsob,2025,10,64769,40269623.6665003
Kalsob,2025,11,54089,33612283.5890014
Kalsob,2025,12,55352,34374300.655501
Kalsob,2026,1,54859,34073815.652201
Kalsob,2026,2,44,27380.523
Klevra,2024,1,7798,7625429.07519995
Klevra,2024,2,5153,4222987.9146
Klevra,2024,3,7162,7481721.94489996
Klevra,2024,4,6782,6564866.78899996
Klevra,2024,5,5789,6307018.34639998
Klevra,2024,6,6461,6269966.66939995
Klevra,2024,7,7472,7028795.26099994
Klevra,2024,8,7860,7979331.48229994
Klevra,2024,9,7767,7690272.83359995
Klevra,2024,10,7701,7787642.04979994
Klevra,2024,11,7034,7363472.51299995
Klevra,2024,12,8949,8880321.17279992
Klevra,2025,1,8969,9151461.57179992
Klevra,2025,2,8587,8557325.02999994
Klevra,2025,3,8487,8635046.94409992
Klevra,2025,4,9493,9592899.46969992
Klevra,2025,5,9163,8976051.19649992
Klevra,2025,6,7850,7973915.72719994
Klevra,2025,7,8960,8990991.2408999
Klevra,2025,8,9511,9616621.58569992
Klevra,2025,9,9539,9797635.78439991
Klevra,2025,10,9772,9868394.67229991
Klevra,2025,11,8342,9282104.3660999
Klevra,2025,12,11272,11181027.2657999
Klevra,2026,1,9825,10220823.7326999
Klevra,2026,2,13,11461.23
Klevra XR,2024,1,607,342490.296
Klevra XR,2024,2,533,299856.812
Klevra XR,2024,3,792,448496.856
Klevra XR,2024,4,811,458268.7688
Klevra XR,2024,5,532,301569.8
Klevra XR,2024,6,641,360133.576
Klevra XR,2024,7,750,422104.56
Klevra XR,2024,8,655,368339.5304
Klevra XR,2024,9,515,292026.544
Klevra XR,2024,10,848,478214.2024
Klevra XR,2024,11,844,477912.5408
Klevra XR,2024,12,652,365514.824
Klevra XR,2025,1,610,345037.304
Klevra XR,2025,2,636,356569.084
Klevra XR,2025,3,540,305559.1016
Klevra XR,2025,4,842,472241.776
Klevra XR,2025,5,769,430660.9592
Klevra XR,2025,6,695,392713.0288
Klevra XR,2025,7,755,425510.068
Klevra XR,2025,8,803,449905.9792
Klevra XR,2025,9,782,438481.8976
Klevra XR,2025,10,791,443066.988
Klevra XR,2025,11,763,425234.6
Klevra XR,2025,12,1007,565675.9792
Klevra XR,2026,1,579,323724.472
Klevra XR,2026,2,5,2890.0
LACTEUS 1,2024,3,-40,-47730.0
LACTEUS 1,2024,4,-23,-27444.75
LACTEUS 1,2024,5,0,0.0
LACTEUS 1,2024,6,0,0.0
LACTEUS 2,2024,2,0,0.0
LACTEUS 2,2024,3,-49,-58469.25
LACTEUS 2,2024,4,-22,-26251.5
LACTEUS 2,2024,5,-3,-3579.75
LACTEUS 2,2024,6,0,0.0
LACTEUS 2,2024,7,-1,-1193.25
LACTEUS 3,2024,3,-22,-26251.5
LACTEUS 3,2024,4,-9,-10739.25
LACTEUS 3,2024,5,0,0.0
LACTEUS AR,2024,3,-45,-58928.5125
LACTEUS AR,2024,4,-22,-29100.5
LACTEUS AR,2024,5,0,0.0
LACTEUS AR,2024,6,0,0.0
LACTEUS GROW 3,2024,1,-2,-2386.5
LACTEUS GROW 3,2024,2,-1,-1193.25
LACTEUS GROW 3,2024,3,-1,-1193.25
